Date,Region,Product,Salesperson,Units_Sold,Unit_Price,Category,Revenue,Cost,Profit,Month,Year,Month_Name
2024-06-09,NORTH,Monitor,Alice,12.0,1787.0,Office,21444.0,14133.96612,7310.033882,6,2024,June
2024-06-26,WEST,Printer,Eva,15.0,812.0,Office,12180.0,9793.620677,2386.379323,6,2024,June
2024-01-10,WEST,Printer,Bob,16.0,227.0,Office,3632.0,2420.494034,1211.505966,1,2024,January
2024-09-17,EAST,Camera,David,5.0,1410.0,Electronics,7050.0,4232.658122,2817.341878,9,2024,September
2024-05-17,WEST,Smartwatch,Frank,15.0,1946.0,Accessories,29190.0,25690.95488,3499.045117,5,2024,May
2024-06-20,EAST,Smartwatch,Hannah,17.0,1376.0,Accessories,23392.0,16182.69256,7209.307443,6,2024,June
2024-01-13,EAST,Headphones,Hannah,18.0,1901.0,Accessories,34218.0,22549.30657,11668.69343,1,2024,January
2024-06-16,EAST,Tablet,Charlie,5.0,799.0,Electronics,3995.0,2718.373857,1276.626143,6,2024,June
2024-05-09,SOUTH,Monitor,Grace,13.0,485.0,Office,6305.0,4408.04182,1896.95818,5,2024,May
2024-03-24,WEST,Tablet,Charlie,19.0,1353.0,Electronics,25707.0,19083.9495,6623.050505,3,2024,March
2024-11-16,EAST,Camera,Bob,13.0,370.0,Electronics,4810.0,2986.074461,1823.925539,11,2024,November
2024-11-14,NORTH,Printer,Charlie,18.0,1894.0,Office,34092.0,20993.91997,13098.08003,11,2024,November
2024-04-10,SOUTH,Headphones,Charlie,14.0,910.0,Accessories,12740.0,8763.504946,3976.495054,4,2024,April
2024-11-24,WEST,Headphones,Alice,4.0,514.0,Accessories,2056.0,1416.02855,639.9714503,11,2024,November
2024-09-29,EAST,Headphones,Hannah,4.0,297.0,Accessories,1188.0,754.7291156,433.2708844,9,2024,September
2024-09-21,NORTH,Camera,David,19.0,1446.0,Electronics,27474.0,19820.77328,7653.226721,9,2024,September
2024-02-07,WEST,Tablet,Grace,13.0,1179.0,Electronics,15327.0,10502.19222,4824.807781,2,2024,February
2024-04-03,WEST,Printer,David,12.0,930.0,Office,11160.0,6783.233991,4376.766009,4,2024,April
2024-04-04,SOUTH,Headphones,Alice,7.0,1326.0,Accessories,9282.0,8035.578085,1246.421915,4,2024,April
2024-10-31,WEST,Printer,Alice,12.0,1906.0,Office,22872.0,19802.70809,3069.291906,10,2024,October
2024-03-09,SOUTH,Laptop,Charlie,4.0,1744.0,Electronics,6976.0,4623.376619,2352.623381,3,2024,March
2024-11-13,EAST,Smartwatch,Eva,2.0,727.0,Accessories,1454.0,943.4448659,510.5551341,11,2024,November
2024-08-23,SOUTH,Smartwatch,Hannah,2.0,703.0,Accessories,1406.0,1074.448088,331.551912,8,2024,August
2024-11-29,NORTH,Printer,Frank,5.0,1261.0,Office,6305.0,4976.070251,1328.929749,11,2024,November
2024-05-16,SOUTH,Mobile,Hannah,10.0,1545.0,Electronics,15450.0,13708.20975,1741.790246,5,2024,May
2024-03-16,NORTH,Mobile,Frank,10.0,1938.0,Electronics,19380.0,13821.90393,5558.096073,3,2024,March
2024-01-01,WEST,Camera,Frank,13.0,1685.0,Electronics,21905.0,18913.96674,2991.033257,1,2024,January
2024-10-22,EAST,Smartwatch,Alice,7.0,1109.0,Accessories,7763.0,5705.697372,2057.302628,10,2024,October
2024-11-15,NORTH,Laptop,David,5.0,170.0,Electronics,850.0,541.1981665,308.8018335,11,2024,November
2024-02-29,SOUTH,Monitor,Frank,10.0,1010.0,Office,10100.0,7203.665276,2896.334724,2,2024,February
2024-11-15,SOUTH,Tablet,Hannah,10.0,693.0,Electronics,6930.0,4441.922641,2488.077359,11,2024,November
2024-12-14,SOUTH,Tablet,Grace,6.0,1495.0,Electronics,8970.0,5426.776798,3543.223202,12,2024,December
2024-11-23,WEST,Camera,Charlie,19.0,1740.0,Electronics,33060.0,27289.90321,5770.096787,11,2024,November
2024-09-23,WEST,Laptop,Eva,8.0,699.0,Electronics,5592.0,3755.1796,1836.8204,9,2024,September
2024-12-26,NORTH,Camera,Charlie,1.0,613.0,Electronics,613.0,368.1690957,244.8309043,12,2024,December
2024-08-16,NORTH,Monitor,Bob,17.0,1995.0,Office,33915.0,29225.56302,4689.436978,8,2024,August
2024-09-26,WEST,Tablet,Charlie,7.0,183.0,Electronics,1281.0,939.1480506,341.8519494,9,2024,September
2024-11-11,NORTH,Printer,Alice,14.0,1093.0,Office,15302.0,10277.71016,5024.289837,11,2024,November
2024-10-12,EAST,Camera,David,17.0,1166.0,Electronics,19822.0,13455.90685,6366.09315,10,2024,October
2024-07-31,WEST,Printer,Grace,17.0,938.0,Office,15946.0,10498.31776,5447.682236,7,2024,July
2024-06-13,NORTH,Monitor,Frank,5.0,705.0,Office,3525.0,3004.596732,520.4032675,6,2024,June
2024-01-05,SOUTH,Monitor,Alice,8.0,909.0,Office,7272.0,4734.795494,2537.204506,1,2024,January
2024-12-04,EAST,Camera,Bob,6.0,232.0,Electronics,1392.0,1069.830516,322.169484,12,2024,December
2024-03-18,WEST,Smartwatch,Alice,11.0,1518.0,Accessories,16698.0,10406.12803,6291.871966,3,2024,March
2024-03-02,NORTH,Camera,Charlie,19.0,1073.5,Electronics,8268.0,6014.593046,1928.596208,3,2024,March
2024-05-11,WEST,Smartwatch,Alice,4.0,389.0,Accessories,1556.0,1215.226931,340.7730694,5,2024,May
2024-03-29,SOUTH,Monitor,Alice,18.0,475.0,Office,8550.0,7446.586191,1103.413809,3,2024,March
2024-08-24,EAST,Laptop,Grace,1.0,868.0,Electronics,868.0,624.4073738,243.5926262,8,2024,August
2024-02-11,WEST,Monitor,Bob,13.0,566.0,Office,7358.0,6204.277498,1153.722502,2,2024,February
2024-03-29,WEST,Tablet,Charlie,14.0,1336.0,Electronics,18704.0,16012.42602,2691.573985,3,2024,March
2024-10-22,WEST,Printer,Eva,1.0,1271.0,Office,1271.0,1030.634565,240.3654353,10,2024,October
2024-11-23,SOUTH,Printer,Grace,11.0,1696.0,Office,18656.0,11713.80838,6942.19162,11,2024,November
2024-10-21,WEST,Mobile,Eva,17.0,570.0,Electronics,9690.0,5860.744811,3829.255189,10,2024,October
2024-04-13,SOUTH,Mobile,Grace,4.0,248.0,Electronics,992.0,645.3633584,346.6366416,4,2024,April
2024-01-14,SOUTH,Monitor,David,12.0,187.0,Office,2244.0,1425.902737,818.0972632,1,2024,January
2024-10-14,SOUTH,Tablet,Hannah,10.0,1447.0,Electronics,14470.0,11829.8226,2640.1774,10,2024,October
2024-06-27,EAST,Mobile,Grace,6.0,495.0,Electronics,2970.0,2278.293077,691.7069228,6,2024,June
2024-05-04,EAST,Printer,Frank,1.0,889.0,Office,889.0,673.6710956,215.3289044,5,2024,May
2024-12-18,WEST,Camera,Alice,7.0,1527.0,Electronics,10689.0,7224.269572,3464.730428,12,2024,December
2024-03-03,EAST,Laptop,Bob,14.0,1764.0,Electronics,24696.0,16347.8726,8348.127402,3,2024,March
2024-05-22,NORTH,Tablet,Eva,6.0,1073.5,Electronics,8268.0,6014.593046,1928.596208,5,2024,May
2024-06-01,EAST,Monitor,Hannah,5.0,1505.0,Office,7525.0,6185.873289,1339.126711,6,2024,June
2024-05-24,SOUTH,Mobile,Hannah,18.0,964.0,Electronics,17352.0,11736.1117,5615.888301,5,2024,May
2024-08-12,EAST,Camera,Grace,15.0,1915.0,Electronics,28725.0,23255.29754,5469.702462,8,2024,August
2024-11-04,SOUTH,Laptop,Alice,6.0,1393.0,Electronics,8358.0,6247.216738,2110.783262,11,2024,November
2024-04-13,WEST,Laptop,Bob,19.0,1415.0,Electronics,26885.0,23272.52316,3612.476836,4,2024,April
2024-04-13,NORTH,Headphones,Frank,1.0,1576.0,Accessories,1576.0,1055.722004,520.2779956,4,2024,April
2024-02-08,WEST,Monitor,Bob,1.0,1838.0,Office,1838.0,1351.402375,486.5976252,2,2024,February
2024-07-16,SOUTH,Headphones,Alice,13.0,123.0,Accessories,1599.0,1005.770089,593.2299112,7,2024,July
2024-05-13,SOUTH,Printer,Frank,3.0,1055.0,Office,3165.0,2217.227909,947.7720911,5,2024,May
2024-03-07,SOUTH,Laptop,Bob,10.0,1986.0,Electronics,19860.0,14935.99369,4924.006314,3,2024,March
2024-06-27,NORTH,Tablet,Frank,3.0,410.0,Electronics,1230.0,1008.381139,221.6188609,6,2024,June
2024-02-11,EAST,Smartwatch,Grace,9.0,1584.0,Accessories,14256.0,9400.736227,4855.263773,2,2024,February
2024-01-15,WEST,Smartwatch,Grace,8.0,1331.0,Accessories,10648.0,7085.473495,3562.526505,1,2024,January
2024-04-20,WEST,Camera,Alice,3.0,1915.0,Electronics,5745.0,4535.524408,1209.475592,4,2024,April
2024-06-05,EAST,Laptop,Alice,13.0,1840.0,Electronics,23920.0,17096.51705,6823.482946,6,2024,June
2024-10-15,WEST,Laptop,Frank,6.0,763.0,Electronics,4578.0,3408.909091,1169.090909,10,2024,October
2024-08-18,NORTH,Printer,Charlie,13.0,537.0,Office,6981.0,5939.717256,1041.282744,8,2024,August
2024-06-05,WEST,Laptop,David,12.0,1661.0,Electronics,19932.0,14943.51851,4988.481493,6,2024,June
2024-02-07,SOUTH,Tablet,Hannah,13.0,805.0,Electronics,10465.0,8327.521805,2137.478195,2,2024,February
2024-04-06,EAST,Headphones,Bob,2.0,1459.0,Accessories,2918.0,2325.740871,592.2591285,4,2024,April
2024-10-15,NORTH,Laptop,Bob,16.0,521.0,Electronics,8336.0,7011.272747,1324.727253,10,2024,October
2024-09-10,EAST,Laptop,Charlie,6.0,1873.0,Electronics,11238.0,8894.223471,2343.776529,9,2024,September
2024-07-14,NORTH,Printer,Charlie,19.0,420.0,Office,7980.0,4943.154723,3036.845277,7,2024,July
2024-03-26,SOUTH,Monitor,Charlie,13.0,1620.0,Office,21060.0,14797.8489,6262.151095,3,2024,March
2024-11-17,EAST,Mobile,Eva,17.0,686.0,Electronics,11662.0,10458.4216,1203.5784,11,2024,November
2024-01-10,WEST,Monitor,Eva,9.0,1046.0,Office,9414.0,6203.384358,3210.615642,1,2024,January
2024-01-05,NORTH,Printer,Frank,17.0,1286.0,Office,21862.0,16965.32133,4896.678666,1,2024,January
2024-05-02,EAST,Monitor,Eva,2.0,1934.0,Office,3868.0,3298.948319,569.0516815,5,2024,May
2024-11-25,WEST,Headphones,Grace,19.0,1664.0,Office,31616.0,24532.99064,7083.009363,11,2024,November
2024-12-18,EAST,Tablet,Grace,19.0,1288.0,Electronics,24472.0,17416.25933,7055.740673,12,2024,December
2024-04-27,EAST,Camera,Alice,7.0,948.0,Electronics,6636.0,4141.319023,2494.680977,4,2024,April
2024-10-20,EAST,Laptop,Hannah,10.0,1821.0,Electronics,18210.0,12901.77536,5308.224637,10,2024,October
2024-06-07,NORTH,Printer,Frank,10.0,1689.0,Office,16890.0,11056.53608,5833.463919,6,2024,June
2024-10-29,WEST,Printer,Hannah,9.0,1418.0,Office,12762.0,11335.95938,1426.040622,10,2024,October
2024-08-15,SOUTH,Mobile,Bob,17.0,141.0,Electronics,2397.0,1952.379397,444.6206027,8,2024,August
2024-12-30,NORTH,Printer,David,10.0,1408.0,Office,8268.0,6014.593046,1928.596208,12,2024,December
2024-08-03,NORTH,Smartwatch,Alice,2.0,1038.0,Accessories,2076.0,1517.121659,558.8783411,8,2024,August
2024-07-02,NORTH,Camera,Bob,4.0,486.0,Electronics,1944.0,1230.531488,713.4685122,7,2024,July
2024-01-15,SOUTH,Laptop,Bob,19.0,1261.0,Electronics,23959.0,16292.47809,7666.521912,1,2024,January
2024-06-05,WEST,Laptop,Frank,17.0,1310.0,Electronics,22270.0,15097.12989,7172.870114,6,2024,June
2024-05-15,WEST,Mobile,Charlie,5.0,1009.0,Electronics,5045.0,3763.740547,1281.259453,5,2024,May
2024-09-17,WEST,Tablet,Charlie,7.0,815.0,Electronics,5705.0,4211.966905,1493.033095,9,2024,September
2024-06-05,EAST,Laptop,Hannah,18.0,530.0,Electronics,9540.0,6964.414318,2575.585682,6,2024,June
2024-02-16,EAST,Smartwatch,Alice,7.0,653.0,Accessories,4571.0,3422.7339,1148.2661,2,2024,February
2024-11-19,EAST,Laptop,Charlie,17.0,1985.0,Electronics,33745.0,30239.12817,3505.87183,11,2024,November
2024-11-27,SOUTH,Smartwatch,Bob,7.0,1539.0,Accessories,10773.0,7428.049099,3344.950901,11,2024,November
2024-06-21,EAST,Camera,Charlie,4.0,899.0,Electronics,3596.0,2821.35237,774.6476298,6,2024,June
2024-05-09,SOUTH,Camera,Eva,8.0,525.0,Electronics,4200.0,2821.779757,1378.220243,5,2024,May
2024-04-04,WEST,Headphones,Charlie,13.0,1539.0,Accessories,20007.0,14804.81747,5202.182531,4,2024,April
2024-08-30,EAST,Smartwatch,Hannah,6.0,1073.5,Accessories,8268.0,6014.593046,1928.596208,8,2024,August
2024-10-08,SOUTH,Laptop,Alice,12.0,155.0,Electronics,1860.0,1136.528216,723.4717845,10,2024,October
2024-10-25,WEST,Printer,David,4.0,1376.0,Office,5504.0,4648.575626,855.4243738,10,2024,October
2024-03-09,NORTH,Headphones,Grace,10.0,205.0,Accessories,8268.0,6014.593046,1928.596208,3,2024,March
2024-05-27,WEST,Monitor,Grace,19.0,1253.0,Office,23807.0,17692.2502,6114.749798,5,2024,May
2024-01-11,NORTH,Printer,Hannah,14.0,948.0,Office,13272.0,9685.16237,3586.83763,1,2024,January
2024-09-10,SOUTH,Smartwatch,Bob,5.0,769.0,Accessories,3845.0,3144.055458,700.9445416,9,2024,September
2024-11-25,SOUTH,Printer,David,18.0,475.0,Office,8550.0,6660.731969,1889.268031,11,2024,November
2024-12-25,EAST,Monitor,David,10.0,842.0,Office,8420.0,5798.107608,2621.892392,12,2024,December
2024-02-07,NORTH,Laptop,Eva,19.0,1066.0,Electronics,20254.0,12466.55777,7787.442232,2,2024,February
2024-05-13,EAST,Laptop,David,12.0,407.0,Electronics,4884.0,4055.080367,828.9196327,5,2024,May
2024-07-18,NORTH,Tablet,Grace,18.0,190.0,Electronics,3420.0,2413.692832,1006.307168,7,2024,July
2024-01-23,SOUTH,Mobile,Frank,17.0,1516.0,Electronics,25772.0,22342.19581,3429.804192,1,2024,January
2024-10-29,SOUTH,Printer,Bob,11.0,1657.0,Office,18227.0,13096.40994,5130.590056,10,2024,October
2024-12-11,SOUTH,Headphones,Bob,3.0,901.0,Accessories,2703.0,2203.749364,499.2506363,12,2024,December
2024-10-28,NORTH,Monitor,Charlie,17.0,209.0,Office,3553.0,3133.282017,419.7179828,10,2024,October
2024-12-28,SOUTH,Monitor,Charlie,1.0,1684.0,Office,1684.0,1339.362218,344.6377819,12,2024,December
2024-05-20,EAST,Headphones,Grace,9.0,684.0,Accessories,6156.0,4741.47297,1414.52703,5,2024,May
2024-04-13,NORTH,Mobile,Grace,15.0,439.0,Electronics,6585.0,5024.57597,1560.42403,4,2024,April
2024-07-28,EAST,Laptop,Hannah,3.0,1688.0,Electronics,5064.0,3926.8586,1137.1414,7,2024,July
2024-04-20,NORTH,Tablet,Grace,19.0,1078.0,Electronics,20482.0,13191.35008,7290.649916,4,2024,April
2024-04-13,EAST,Tablet,Grace,13.0,455.0,Electronics,5915.0,4788.505786,1126.494214,4,2024,April
2024-11-11,SOUTH,Headphones,Grace,12.0,267.0,Accessories,3204.0,2061.815593,1142.184407,11,2024,November
2024-06-19,EAST,Tablet,Grace,1.0,656.0,Electronics,656.0,396.4766028,259.5233972,6,2024,June
2024-12-21,SOUTH,Monitor,Frank,17.0,1575.0,Office,26775.0,21083.54616,5691.453841,12,2024,December
2024-11-19,SOUTH,Camera,Grace,13.0,1004.0,Electronics,13052.0,8288.986783,4763.013217,11,2024,November
2024-05-12,EAST,Mobile,Hannah,1.0,204.0,Electronics,204.0,169.5491922,34.45080783,5,2024,May
2024-10-19,NORTH,Laptop,David,10.0,249.0,Electronics,2490.0,2140.876567,349.1234327,10,2024,October
2024-05-06,WEST,Mobile,Eva,7.0,815.0,Electronics,5705.0,4560.252322,1144.747678,5,2024,May
2024-04-15,NORTH,Smartwatch,Frank,18.0,973.0,Accessories,17514.0,13041.00265,4472.99735,4,2024,April
2024-04-01,WEST,Printer,Charlie,16.0,398.0,Office,6368.0,4493.797777,1874.202223,4,2024,April
2024-10-13,NORTH,Smartwatch,Alice,14.0,1290.0,Accessories,18060.0,13495.83216,4564.167841,10,2024,October
2024-02-20,NORTH,Monitor,Grace,18.0,1836.0,Office,33048.0,21716.02813,11331.97187,2,2024,February
2024-01-29,SOUTH,Tablet,Eva,7.0,745.0,Electronics,5215.0,3674.107232,1540.892768,1,2024,January
2024-10-22,WEST,Smartwatch,Alice,17.0,822.0,Accessories,13974.0,11394.10835,2579.891654,10,2024,October
2024-10-23,NORTH,Tablet,Hannah,18.0,1171.0,Electronics,21078.0,14021.65242,7056.347584,10,2024,October
2024-08-01,WEST,Camera,David,12.0,737.0,Electronics,8844.0,6007.022924,2836.977076,8,2024,August
2024-09-23,SOUTH,Laptop,Eva,8.0,338.0,Electronics,2704.0,2230.255081,473.744919,9,2024,September
2024-09-13,SOUTH,Laptop,Hannah,2.0,1130.0,Electronics,2260.0,1476.572764,783.4272355,9,2024,September
2024-10-28,WEST,Laptop,Eva,7.0,563.0,Electronics,3941.0,2655.312893,1285.687107,10,2024,October
2024-12-11,EAST,Tablet,Hannah,18.0,883.0,Electronics,15894.0,12969.75004,2924.249963,12,2024,December
2024-04-19,EAST,Smartwatch,David,6.0,996.0,Accessories,5976.0,4693.377512,1282.622488,4,2024,April
2024-06-30,SOUTH,Laptop,David,9.0,470.0,Electronics,4230.0,3419.175139,810.8248608,6,2024,June
2024-11-08,EAST,Smartwatch,Frank,9.0,1672.0,Accessories,15048.0,9996.361249,5051.638751,11,2024,November
2024-01-01,SOUTH,Tablet,Eva,14.0,586.0,Electronics,8204.0,6614.170773,1589.829227,1,2024,January
2024-02-24,NORTH,Camera,David,19.0,264.0,Electronics,5016.0,3560.541859,1455.458141,2,2024,February
2024-05-28,WEST,Monitor,Eva,3.0,1248.0,Office,3744.0,2738.165952,1005.834048,5,2024,May
2024-11-04,SOUTH,Smartwatch,Frank,18.0,1460.0,Accessories,26280.0,20245.48525,6034.514752,11,2024,November
2024-05-16,NORTH,Monitor,Grace,5.0,291.0,Office,1455.0,1088.322035,366.6779651,5,2024,May
2024-07-20,SOUTH,Monitor,Hannah,14.0,829.0,Office,11606.0,9198.31696,2407.68304,7,2024,July
2024-11-08,SOUTH,Camera,Frank,4.0,313.0,Electronics,1252.0,819.1759293,432.8240707,11,2024,November
2024-04-26,WEST,Tablet,Bob,7.0,673.0,Electronics,4711.0,3590.785379,1120.214621,4,2024,April
2024-06-02,WEST,Tablet,Grace,12.0,1451.0,Electronics,17412.0,12799.27991,4612.720093,6,2024,June
2024-10-17,WEST,Headphones,Eva,2.0,1056.0,Accessories,2112.0,1559.302585,552.697415,10,2024,October
2024-03-03,NORTH,Monitor,David,11.0,480.0,Office,5280.0,3911.501168,1368.498832,3,2024,March
2024-08-31,EAST,Tablet,David,14.0,772.0,Electronics,10808.0,9342.884695,1465.115305,8,2024,August
2024-01-25,WEST,Tablet,Eva,16.0,1701.0,Electronics,27216.0,23013.52933,4202.470669,1,2024,January
2024-03-30,WEST,Mobile,Eva,6.0,897.0,Electronics,5382.0,4245.703659,1136.296341,3,2024,March
2024-03-15,NORTH,Laptop,Eva,4.0,338.0,Electronics,1352.0,1101.807101,250.1928989,3,2024,March
2024-10-20,WEST,Headphones,Charlie,15.0,1655.0,Accessories,24825.0,15213.77263,9611.227368,10,2024,October
2024-07-28,NORTH,Printer,Grace,1.0,799.0,Office,799.0,657.7348151,141.2651849,7,2024,July
2024-12-12,SOUTH,Headphones,David,7.0,1205.0,Accessories,8435.0,6291.239744,2143.760256,12,2024,December
2024-01-17,WEST,Headphones,Grace,12.0,1486.0,Accessories,17832.0,12399.02237,5432.977629,1,2024,January
2024-05-07,WEST,Printer,Frank,10.0,604.0,Office,6040.0,3877.275862,2162.724138,5,2024,May
2024-12-29,SOUTH,Mobile,David,5.0,301.0,Electronics,1505.0,936.9567688,568.0432312,12,2024,December
2024-06-27,SOUTH,Camera,Eva,18.0,1627.0,Electronics,29286.0,18993.10883,10292.89117,6,2024,June
2024-06-30,WEST,Tablet,Bob,10.0,1767.0,Electronics,17670.0,10761.79226,6908.207744,6,2024,June
2024-05-31,EAST,Laptop,Eva,6.0,136.0,Electronics,816.0,668.9508209,147.0491791,5,2024,May
2024-01-25,EAST,Smartwatch,Hannah,12.0,743.0,Accessories,8916.0,6014.593046,2901.406954,1,2024,January
2024-06-28,EAST,Monitor,Eva,7.0,1712.0,Office,11984.0,8516.095583,3467.904417,6,2024,June
2024-07-16,WEST,Printer,Charlie,18.0,1724.0,Office,31032.0,26278.35886,4753.641136,7,2024,July
2024-12-09,SOUTH,Camera,Grace,2.0,1525.0,Electronics,3050.0,1934.911609,1115.088391,12,2024,December
2024-06-09,WEST,Monitor,David,10.0,864.0,Office,8640.0,7349.859726,1290.140274,6,2024,June
2024-06-25,SOUTH,Printer,Eva,15.0,1979.0,Office,29685.0,23506.42659,6178.573408,6,2024,June
2024-10-11,WEST,Tablet,David,12.0,805.0,Electronics,9660.0,6787.201533,2872.798467,10,2024,October
2024-03-03,WEST,Mobile,Alice,17.0,1299.0,Electronics,22083.0,14030.26101,8052.738994,3,2024,March
2024-05-29,SOUTH,Monitor,Frank,4.0,644.0,Office,2576.0,1616.305557,959.6944435,5,2024,May
2024-06-02,EAST,Printer,Grace,7.0,1693.0,Office,11851.0,8303.454155,3547.545845,6,2024,June
2024-06-04,SOUTH,Tablet,David,9.0,1590.0,Electronics,14310.0,9188.488089,5121.511911,6,2024,June
2024-02-18,NORTH,Tablet,Bob,19.0,1324.0,Electronics,25156.0,17113.95607,8042.043935,2,2024,February
2024-12-02,NORTH,Mobile,Frank,10.0,1073.5,Electronics,8268.0,6014.593046,1928.596208,12,2024,December
2024-03-24,SOUTH,Headphones,Hannah,2.0,1670.0,Accessories,3340.0,2600.198439,739.8015615,3,2024,March
2024-06-25,NORTH,Monitor,Bob,18.0,1760.0,Office,31680.0,26199.9839,5480.016096,6,2024,June
2024-05-27,NORTH,Headphones,Eva,6.0,493.0,Accessories,2958.0,1968.408474,989.5915261,5,2024,May
2024-04-27,WEST,Laptop,Frank,13.0,932.0,Electronics,12116.0,10170.08527,1945.914729,4,2024,April
2024-12-07,WEST,Laptop,David,19.0,1165.0,Electronics,22135.0,14541.91133,7593.08867,12,2024,December
2024-03-03,EAST,Headphones,Frank,2.0,696.0,Accessories,1392.0,1136.442677,255.557323,3,2024,March
2024-07-07,WEST,Camera,Eva,12.0,492.0,Electronics,5904.0,4132.341873,1771.658127,7,2024,July
2024-12-25,SOUTH,Smartwatch,Charlie,15.0,799.0,Accessories,11985.0,9287.607942,2697.392058,12,2024,December
2024-02-18,SOUTH,Tablet,Grace,14.0,1746.0,Electronics,24444.0,14949.91482,9494.085183,2,2024,February
2024-11-22,EAST,Smartwatch,Bob,6.0,1906.0,Accessories,11436.0,8560.684605,2875.315395,11,2024,November
2024-09-13,NORTH,Tablet,Eva,18.0,540.0,Electronics,9720.0,6265.573901,3454.426099,9,2024,September
2024-08-11,EAST,Headphones,Charlie,5.0,1960.0,Accessories,9800.0,7309.781468,2490.218532,8,2024,August
2024-05-20,WEST,Laptop,Frank,18.0,1740.0,Electronics,31320.0,20120.21039,11199.78961,5,2024,May
2024-08-02,SOUTH,Camera,Frank,3.0,1629.0,Electronics,4887.0,3573.016359,1313.983641,8,2024,August
2024-07-29,NORTH,Laptop,Eva,3.0,1017.0,Electronics,3051.0,1931.851237,1119.148763,7,2024,July
2024-11-13,EAST,Smartwatch,David,10.0,419.0,Accessories,4190.0,2790.479058,1399.520942,11,2024,November
2024-02-01,EAST,Laptop,Frank,19.0,652.0,Electronics,12388.0,9644.351356,2743.648644,2,2024,February
2024-06-06,SOUTH,Headphones,David,3.0,1338.0,Accessories,4014.0,3584.494739,429.5052607,6,2024,June
2024-10-11,EAST,Camera,David,12.0,1194.0,Electronics,14328.0,10527.57581,3800.424192,10,2024,October
2024-10-31,EAST,Smartwatch,Grace,16.0,667.0,Accessories,10672.0,8603.255294,2068.744706,10,2024,October
2024-10-12,SOUTH,Camera,David,17.0,1018.0,Electronics,17306.0,13184.18501,4121.814993,10,2024,October
2024-05-23,WEST,Monitor,Alice,7.0,335.0,Office,2345.0,1757.594807,587.4051932,5,2024,May
2024-01-19,WEST,Tablet,Grace,13.0,1404.0,Electronics,18252.0,11305.4943,6946.5057,1,2024,January
2024-01-18,EAST,Laptop,Charlie,2.0,1086.0,Electronics,2172.0,1397.224187,774.7758127,1,2024,January
2024-09-13,WEST,Camera,Charlie,4.0,1740.0,Electronics,6960.0,6019.824539,940.1754614,9,2024,September
2024-03-18,WEST,Mobile,Frank,10.0,1285.0,Electronics,12850.0,9291.183434,3558.816566,3,2024,March
2024-06-23,EAST,Monitor,Frank,7.0,1314.0,Office,9198.0,7213.989036,1984.010964,6,2024,June
2024-07-12,WEST,Laptop,David,17.0,1132.0,Electronics,19244.0,14595.9961,4648.003901,7,2024,July
2024-04-22,EAST,Tablet,Grace,6.0,159.0,Electronics,954.0,680.836137,273.163863,4,2024,April
2024-04-23,NORTH,Camera,Grace,19.0,992.0,Electronics,18848.0,13501.66986,5346.330141,4,2024,April
2024-08-09,SOUTH,Smartwatch,Alice,5.0,1940.0,Accessories,9700.0,7436.403167,2263.596833,8,2024,August
2024-06-14,SOUTH,Tablet,David,10.0,324.0,Electronics,3240.0,2081.189831,1158.810169,6,2024,June
2024-11-14,WEST,Mobile,Alice,9.0,1942.0,Electronics,17478.0,12517.35405,4960.645948,11,2024,November
2024-05-11,WEST,Camera,Hannah,13.0,799.0,Electronics,10387.0,7625.020572,2761.979428,5,2024,May
2024-09-20,WEST,Printer,David,19.0,681.0,Office,12939.0,11587.36446,1351.635538,9,2024,September
2024-02-24,SOUTH,Printer,Bob,6.0,1928.0,Office,11568.0,8160.488631,3407.511369,2,2024,February
2024-12-24,NORTH,Headphones,Bob,4.0,1410.0,Accessories,5640.0,4474.627492,1165.372508,12,2024,December
2024-05-10,NORTH,Laptop,Eva,-1.0,1093.0,Electronics,-1093.0,-700.8585424,-392.1414576,5,2024,May
2024-10-14,SOUTH,Smartwatch,David,3.0,268.0,Accessories,804.0,498.1941093,305.8058907,10,2024,October
2024-09-22,NORTH,Headphones,Grace,4.0,1185.0,Accessories,4740.0,4083.332744,656.6672561,9,2024,September
2024-12-31,SOUTH,Camera,Frank,5.0,1472.0,Electronics,7360.0,6029.462665,1330.537335,12,2024,December
2024-06-10,NORTH,Printer,Charlie,8.0,1565.0,Office,12520.0,8704.527324,3815.472676,6,2024,June
2024-03-27,EAST,Printer,Eva,16.0,113.0,Office,1808.0,1358.483109,449.5168912,3,2024,March
2024-02-24,EAST,Printer,Frank,3.0,263.0,Office,789.0,505.5306485,283.4693515,2,2024,February
2024-10-14,SOUTH,Camera,Bob,12.0,1543.0,Electronics,18516.0,15037.734,3478.265999,10,2024,October
2024-06-26,NORTH,Printer,David,8.0,856.0,Office,6848.0,4253.287168,2594.712832,6,2024,June
2024-12-14,WEST,Tablet,Eva,13.0,1970.0,Electronics,25610.0,21182.28498,4427.715024,12,2024,December
2024-01-08,NORTH,Monitor,David,4.0,1643.0,Office,6572.0,5021.342864,1550.657136,1,2024,January
2024-11-16,EAST,Camera,Bob,14.0,1789.0,Electronics,25046.0,17122.82711,7923.172887,11,2024,November
2024-09-03,NORTH,Monitor,Bob,13.0,1683.0,Office,21879.0,19599.67994,2279.320065,9,2024,September
2024-11-18,NORTH,Headphones,Alice,6.0,1720.0,Accessories,10320.0,6979.464817,3340.535183,11,2024,November
